Frame Number,Total non-masked faces,Total masked faces,Non-masked Face ROIs,Masked Face ROIs
1125,2,6,"228,57,28,31;95,113,35,39","38,80,30,33;163,106,36,37;160,143,48,55;401,144,48,58;285,116,38,43;33,139,43,49"
1126,2,5,"228,58,28,30;96,113,35,39","163,107,36,37;159,144,48,56;404,141,46,57;286,116,38,43;32,138,43,48"
1127,1,4,"97,113,35,39","163,107,35,37;158,146,48,55;288,117,37,42;32,137,43,49"
1128,0,5,,"203,79,35,38;163,108,35,37;156,145,48,56;289,119,37,42;31,137,43,48"
1129,0,4,,"163,109,35,37;153,145,48,55;291,121,37,42;30,136,43,48"
1130,0,3,,"152,144,48,55;292,123,39,43;30,137,42,48"
1131,0,3,,"150,142,50,58;293,125,39,43;29,139,43,47"
1132,1,5,"79,60,30,32","97,111,35,39;38,82,30,32;148,142,50,57;296,126,38,43;28,140,43,48"
1133,1,4,"79,61,30,32","96,111,35,39;146,141,50,57;298,125,38,43;27,141,44,49"
1134,1,3,"79,61,30,32","145,141,50,56;300,124,39,43;27,143,44,48"
1135,2,4,"225,58,27,30;79,62,30,31","206,119,45,49;143,141,50,57;302,123,38,43;27,143,43,48"
1136,1,5,"79,61,30,32","58,137,40,45;204,119,45,51;143,142,50,57;303,121,37,43;27,142,43,48"
1137,1,5,"79,61,30,31","57,136,40,44;200,119,45,50;141,144,50,57;303,120,38,42;27,141,44,49"
1138,1,6,"79,61,30,31","91,116,36,40;52,134,46,51;197,118,44,49;140,146,50,57;304,119,38,43;27,139,44,49"
1139,2,5,"84,142,37,40;79,60,30,32","89,117,37,40;54,134,43,47;194,117,43,49;139,147,50,58;27,137,44,49"
1140,2,5,"85,141,36,41;79,60,30,32","88,117,36,40;53,133,43,49;191,117,44,48;138,148,51,58;26,136,44,49"
1141,1,6,"84,140,38,42","368,138,39,44;87,117,36,39;51,133,45,52;189,115,44,49;138,147,51,58;25,135,44,49"
1142,1,6,"85,140,37,41","367,140,40,45;85,116,37,40;50,133,45,51;187,114,45,50;137,146,51,58;24,135,44,49"
1143,1,5,"86,140,37,42","84,115,37,41;49,134,44,49;185,112,46,50;136,144,51,58;23,135,44,50"
1144,1,5,"87,139,37,42","84,115,37,40;49,135,42,48;184,115,46,51;135,142,51,59;22,136,44,49"
1145,2,5,"223,59,27,30;87,139,37,41","84,114,37,41;46,136,44,49;183,115,46,51;133,141,51,59;21,138,44,49"
1146,1,5,"87,140,37,41","84,114,36,41;45,138,42,47;182,116,46,51;131,140,51,59;19,139,44,49"
1147,1,5,"87,141,37,40","84,115,36,40;44,139,41,45;182,116,45,52;128,140,52,59;18,140,44,49"
1148,1,5,"88,142,36,40","207,81,34,37;83,115,37,41;182,117,45,51;126,141,52,60;16,142,43,49"
1149,1,5,"88,143,36,40","207,81,34,37;83,117,37,40;182,118,46,50;123,142,53,60;13,142,44,49"
1150,2,5,"163,117,36,37;89,144,35,40","260,88,33,36;83,118,36,41;183,119,45,50;120,145,53,59;11,142,44,48"
1151,2,5,"162,115,37,39;88,145,36,39","260,90,33,36;83,119,36,40;185,119,45,51;117,146,53,60;8,141,44,49"
1152,3,5,"71,63,30,32;162,115,38,40;88,145,36,39","260,91,32,36;83,120,36,40;186,118,45,51;112,147,53,61;6,139,44,49"
1153,1,5,"88,144,36,40","260,91,33,36;83,120,37,40;186,117,46,52;108,147,54,61;3,138,45,48"
1154,1,5,"88,143,36,40","260,92,33,35;83,120,36,40;186,116,48,54;104,146,54,62;1,136,44,49"
1155,1,5,"88,143,36,40","260,91,32,35;84,120,36,40;186,114,47,53;100,145,54,62;0,136,44,48"
1156,1,4,"87,142,35,40","84,120,36,39;185,112,47,52;95,144,54,61;0,136,43,49"
1157,1,5,"220,61,27,29","31,138,43,47;84,120,36,39;184,111,47,52;92,143,54,60;-1,136,43,49"
1158,1,5,"220,61,27,29","31,141,41,44;83,119,36,40;184,112,47,52;89,142,54,61;-1,136,42,50"
1159,1,3,"220,61,27,29","182,113,48,53;87,142,53,60;-1,137,41,49"
1160,1,4,"220,61,27,29","261,89,33,36;181,114,47,53;86,140,54,61;-1,137,39,49"
1161,1,4,"220,61,27,29","262,90,33,36;179,115,48,53;83,141,53,61;-1,139,39,49"
1162,1,3,"220,60,27,30","177,115,47,52;80,143,54,61;-1,141,39,51"
1163,0,4,,"31,143,40,43;175,115,47,53;77,145,54,61;-1,142,38,51"
1164,0,3,,"172,116,47,52;74,146,53,60;-1,141,38,52"
1165,0,3,,"168,115,48,53;72,147,53,61;-1,140,37,51"
1166,1,4,"71,63,30,33","264,94,32,35;165,113,47,53;69,147,54,61;0,138,36,52"
1167,2,4,"220,61,28,31;70,63,31,32","264,93,33,36;162,113,48,54;65,146,55,62;0,137,36,51"
1168,0,4,,"264,93,33,36;159,113,48,54;60,146,54,61;0,135,36,52"
1169,1,4,"265,144,37,41","264,92,33,36;157,111,49,55;57,144,55,62;0,134,36,53"
1170,1,3,"265,145,36,41","264,91,33,36;155,111,50,55;0,134,35,53"
1171,1,3,"264,144,37,42","264,91,33,36;154,110,50,56;0,133,35,53"
1172,2,3,"222,62,28,31;69,65,29,32","28,141,41,44;264,91,34,36;153,110,50,57"
1173,2,1,"222,61,28,31;68,66,29,32","151,110,51,57"
1174,2,1,"222,61,29,31;66,66,30,32","150,111,50,57"
1175,2,1,"222,61,29,31;66,66,30,32","150,113,50,57"
1176,2,1,"90,154,38,41;65,66,30,32","149,113,50,56"
1177,3,1,"75,129,36,41;90,153,37,41;65,66,29,32","150,116,49,56"
1178,3,1,"76,130,36,41;90,153,36,40;64,66,29,32","150,115,49,56"
1179,3,1,"77,130,37,42;90,152,36,40;63,66,30,32","152,115,49,56"
1180,3,2,"79,130,36,41;89,151,37,40;63,66,30,31","262,97,34,37;153,114,49,56"
1181,3,1,"80,130,36,41;90,150,36,40;63,65,30,32","154,113,49,56"
1182,3,1,"80,129,38,42;90,149,37,40;62,65,30,32","154,112,50,57"
1183,3,1,"81,128,37,42;90,148,37,41;62,66,30,31","154,110,50,58"
1184,3,1,"81,127,37,43;91,148,37,41;62,66,30,32","154,109,50,58"
1185,3,3,"81,127,37,42;92,149,37,41;62,66,30,32","273,120,41,48;193,89,35,38;153,108,51,58"
1186,3,3,"81,126,37,42;93,150,37,41;62,67,29,32","271,119,42,49;192,88,36,39;153,108,51,59"
1187,3,3,"81,127,37,42;94,151,36,41;62,67,30,32","270,117,42,49;191,87,37,40;153,109,51,58"
1188,3,3,"81,128,37,42;95,152,37,41;62,68,29,32","19,142,40,44;192,87,37,40;153,109,50,58"
1189,3,2,"81,129,37,42;96,152,37,41;62,68,30,32","20,142,39,43;152,110,50,58"
1190,3,2,"81,131,36,42;97,151,37,42;62,67,30,33","19,141,41,45;150,111,51,59"
1191,3,2,"80,133,38,41;98,151,37,41;62,67,30,33","18,138,44,49;149,113,51,59"
1192,3,2,"80,134,38,42;99,150,37,42;62,67,29,32","19,136,43,47;148,113,50,58"
1193,3,2,"79,134,37,42;100,149,37,42;61,67,30,32","19,135,41,45;144,111,51,59"
1194,3,2,"79,133,36,42;100,149,38,41;61,67,30,32","19,134,42,47;143,110,50,58"
1195,3,2,"78,133,37,42;101,148,37,42;60,67,30,32","19,134,40,45;141,110,50,58"
1196,3,2,"79,132,37,42;102,148,37,42;60,67,30,32","19,134,40,44;138,107,52,59"
1197,3,2,"80,132,37,42;101,149,38,41;59,67,30,32","19,134,40,44;137,105,51,59"
1198,4,2,"200,93,36,39;80,131,38,43;101,150,37,41;57,68,31,32","19,135,41,44;136,104,52,58"
1199,5,2,"227,65,29,31;201,92,35,39;81,132,37,43;102,152,38,42;56,68,31,33","17,135,43,48;136,106,52,59"
1200,4,2,"201,91,35,39;81,132,37,42;102,154,39,43;55,69,31,33","15,136,45,50;136,107,52,60"
1201,3,2,"201,91,35,39;81,133,37,42;54,69,31,33","16,137,44,49;137,108,52,60"
1202,4,2,"246,90,31,34;200,92,36,39;81,134,37,42;53,69,31,33","13,137,45,51;138,109,52,60"
1203,3,2,"200,93,36,39;82,135,37,43;52,70,31,33","13,136,46,49;139,109,52,60"
1204,3,2,"200,94,35,39;83,137,37,42;51,70,30,32","13,136,45,49;141,110,51,58"
1205,2,3,"199,96,36,38;50,69,30,33","101,152,37,42;12,134,44,48;143,111,52,58"
1206,2,3,"198,96,36,40;49,69,31,33","100,151,38,42;11,133,45,48;146,111,52,59"
1207,1,4,"49,69,30,33","210,108,47,53;99,150,39,43;11,132,44,48;149,109,52,60"
1208,1,4,"48,69,31,33","209,110,45,53;99,151,38,42;11,132,44,47;152,110,52,60"
1209,1,5,"48,69,31,33","355,146,42,47;207,111,45,52;99,152,38,41;11,132,43,47;154,108,53,60"
1210,2,5,"226,67,29,31;47,69,31,33","353,145,43,47;206,115,44,51;99,153,38,41;11,132,43,48;156,105,53,60"
1211,2,6,"226,67,28,31;47,69,30,33","138,135,40,42;352,143,42,48;205,117,44,50;99,154,38,41;10,133,44,48;156,103,53,60"
1212,1,6,"46,70,31,33","138,134,39,42;350,142,42,47;204,118,45,51;99,155,38,41;10,134,44,47;157,103,53,61"
1213,2,7,"89,136,39,44;46,71,30,32","288,150,38,44;137,133,41,43;350,140,41,47;204,117,44,52;99,155,37,42;9,135,45,49;156,102,53,60"
1214,2,7,"88,137,37,42;45,71,31,33","287,149,39,44;136,133,41,43;348,139,40,47;204,116,44,52;99,155,38,42;9,136,44,48;156,102,53,60"
1215,2,9,"88,137,36,40;45,71,31,33","241,93,32,34;267,109,35,38;287,150,38,43;136,134,41,43;346,139,40,47;204,114,44,52;98,155,38,42;9,137,45,49;155,103,54,61"
1216,1,9,"45,71,31,34","241,93,32,34;267,109,35,37;286,151,38,43;136,136,41,43;344,140,41,47;203,112,45,53;97,153,41,44;10,136,44,49;155,106,53,62"
1217,1,9,"45,71,31,33","241,93,32,33;268,108,34,38;286,152,38,43;136,138,41,44;342,141,41,48;201,110,46,53;97,154,40,43;10,135,45,49;153,107,54,62"
1218,1,9,"45,71,30,33","241,92,32,34;268,107,35,38;285,152,38,44;135,139,41,44;340,143,41,49;199,108,47,54;97,152,41,44;10,133,45,49;151,107,53,61"
1219,1,8,"44,71,31,33","240,91,32,33;268,106,36,39;283,154,39,43;338,146,42,48;197,106,47,55;96,151,41,45;10,132,44,48;148,108,53,60"
1220,1,7,"43,71,31,32","240,91,31,34;282,155,38,43;335,148,43,48;195,106,47,55;95,152,40,44;10,131,43,47;145,108,53,60"
1221,1,7,"43,71,31,33","239,91,32,33;280,154,39,44;333,148,42,49;194,106,47,55;94,152,40,44;10,131,44,47;141,107,53,61"
1222,1,6,"42,71,31,33","279,153,39,44;329,147,43,49;192,107,46,55;92,154,40,43;9,131,45,49;137,105,52,59"
1223,1,6,"41,71,31,33","278,151,38,44;327,146,42,48;190,110,47,54;91,156,39,42;9,131,44,49;133,103,52,58"
1224,1,6,"40,71,32,34","269,108,33,36;277,150,38,43;325,144,42,49;188,111,46,55;8,132,44,47;130,102,51,57"
1225,1,7,"39,72,31,34","39,190,42,46;269,109,33,37;276,149,38,43;323,143,42,49;186,113,46,54;8,133,44,48;128,100,50,56"
1226,2,8,"228,68,28,30;38,72,31,34","235,95,31,33;39,192,41,45;268,111,33,36;276,149,38,43;321,141,43,50;183,114,46,54;8,134,44,48;125,98,51,56"
1227,2,7,"228,68,28,30;37,73,31,34","234,95,32,34;268,112,33,37;275,148,38,44;320,140,44,51;179,115,46,53;8,134,44,48;123,98,50,56"
1228,1,7,"35,73,32,34","233,95,32,34;266,113,35,38;275,149,38,44;320,139,44,51;176,114,45,53;7,137,45,48;121,99,50,57"
1229,1,7,"34,73,32,34","232,95,32,34;266,113,34,38;275,149,38,44;320,140,43,49;172,112,46,53;5,135,44,47;118,100,51,56"
1230,1,7,"33,73,31,34","231,95,32,34;265,113,35,38;275,150,38,44;320,141,43,49;169,110,46,53;4,133,44,48;117,102,51,57"
1231,1,7,"32,73,32,34","230,95,32,33;265,112,35,37;274,151,40,44;321,144,42,49;166,106,47,55;3,132,45,48;115,103,50,58"
1232,1,7,"31,73,32,34","230,94,32,34;265,112,34,37;275,153,39,44;322,146,42,49;165,104,46,55;3,131,44,47;112,104,50,56"
1233,1,6,"31,73,31,33","230,94,32,34;265,111,35,38;323,147,42,49;163,103,46,54;3,130,44,47;110,104,50,56"
1234,1,5,"30,73,32,33","265,111,35,37;324,147,43,49;163,103,45,54;3,129,44,47;110,105,49,55"
1235,1,6,"30,72,31,34","98,145,40,43;265,111,35,37;326,146,42,48;161,104,47,55;4,129,44,47;109,104,49,55"
1236,1,5,"29,72,32,34","99,144,39,43;266,112,34,37;328,145,41,47;4,129,44,47;109,103,48,55"
1237,0,5,,"278,150,38,45;100,143,37,40;328,144,42,47;4,130,45,48;107,102,49,55"
1238,0,4,,"278,149,39,45;329,141,42,49;4,130,45,49;106,100,47,54"
1239,0,4,,"277,147,39,47;330,140,42,48;4,131,45,49;104,98,47,53"
1240,0,5,,"161,118,47,55;276,147,39,46;331,139,42,49;5,132,45,50;101,97,48,54"
1241,1,5,"31,75,31,33","162,118,47,55;276,148,39,46;331,139,43,49;6,133,45,48;99,97,46,53"
1242,1,5,"31,75,31,34","162,116,47,56;276,148,39,47;332,141,43,50;7,133,45,49;95,96,48,54"
1243,1,5,"31,75,31,33","162,113,47,57;275,149,39,47;332,144,44,50;8,132,45,48;92,96,48,56"
1244,1,3,"31,74,31,34","275,151,39,46;334,147,43,50;10,131,44,48"
1245,1,4,"31,74,31,34","268,116,35,39;274,152,39,47;335,149,43,49;11,130,45,48"
1246,2,4,"230,70,28,32;31,74,31,34","213,118,39,41;267,115,36,39;273,153,39,46;335,150,44,49"
1247,2,4,"230,70,29,31;31,74,31,33","213,118,40,41;267,115,37,40;273,154,38,45;335,149,44,49"
1248,2,4,"230,69,29,32;30,74,31,33","67,107,42,47;150,103,50,59;271,153,39,46;336,147,43,49"
1249,2,4,"230,68,29,32;30,74,31,33","60,107,43,48;147,104,51,59;270,152,39,46;336,144,44,50"
1250,1,5,"30,74,31,34","19,131,48,51;53,105,46,52;145,107,50,58;270,151,38,46;337,142,43,50"
1251,1,5,"29,75,31,33","21,130,45,50;45,105,45,50;142,108,51,58;270,150,39,45;338,140,44,50"
1252,1,5,"28,75,31,34","211,115,39,41;267,122,36,40;19,132,46,50;270,149,39,45;341,137,43,51"
1253,1,4,"28,76,31,33","211,116,39,41;266,123,36,39;271,148,39,46;342,137,44,50"
1254,2,5,"231,69,28,31;27,76,30,33","96,147,40,43;210,117,39,41;266,123,36,39;271,148,40,46;345,137,44,51"
1255,1,5,"231,69,29,32","98,148,40,43;209,118,38,40;265,122,36,39;272,148,40,47;347,139,44,51"
1256,1,4,"231,70,29,32","208,119,38,40;265,121,36,39;273,149,40,47;348,141,46,52"
1257,1,5,"184,158,44,53","4,105,45,50;207,119,38,40;264,120,37,39;274,150,39,47;353,143,44,53"
1258,1,4,"184,160,46,55","-1,106,43,50;207,119,38,40;275,152,40,46;356,145,45,52"
1259,1,3,"186,161,45,53","206,118,37,40;277,153,39,47;359,145,46,52"
1260,1,3,"188,162,45,53","205,116,38,40;278,154,40,46;362,144,47,53"
1261,1,2,"191,163,45,53","205,115,38,40;280,153,40,48"
1262,1,3,"195,162,45,54","90,94,60,69;266,123,38,41;282,152,40,48"
1263,1,3,"199,160,44,54","89,95,59,68;267,124,37,41;283,151,41,48"
1264,3,2,"22,76,31,33;229,70,29,31;202,158,45,54","268,127,36,39;284,149,42,49"
1265,3,3,"21,76,31,34;229,70,29,31;204,155,45,54","377,135,45,52;268,128,37,41;286,148,42,49"
1266,3,4,"22,77,30,33;229,70,29,31;206,153,45,54","208,117,40,42;379,135,45,53;268,128,38,43;287,147,42,49"
1267,3,4,"22,78,31,33;229,70,30,31;207,150,46,54","209,118,40,43;381,136,45,53;270,128,38,41;289,146,41,49"
1268,3,2,"22,78,31,33;230,70,29,32;208,148,45,55","384,139,44,52;289,146,42,48"
1269,3,4,"22,78,31,33;230,71,29,32;209,147,45,55","9,155,47,53;115,136,44,47;386,142,45,52;289,146,43,49"
1270,3,5,"22,78,31,33;230,72,30,31;209,147,46,55","75,105,58,68;7,153,47,52;114,135,47,49;387,144,45,53;290,147,43,49"
1271,3,3,"21,77,31,34;231,72,29,32;209,147,46,56","113,135,48,50;389,145,45,53;291,148,42,50"
1272,3,4,"21,77,31,34;231,72,29,32;210,149,46,55","218,118,38,42;114,135,50,51;390,145,46,52;291,150,42,49"
1273,3,4,"21,77,31,34;232,72,29,31;210,150,46,56","217,117,40,42;115,134,50,51;391,144,47,53;290,151,43,50"
1274,3,4,"21,77,31,33;232,71,29,32;209,151,46,56","217,115,40,43;115,134,50,51;393,141,46,54;290,152,43,50"
1275,3,4,"20,77,31,34;233,71,29,31;208,153,46,56","216,115,41,44;116,132,50,51;395,138,46,54;290,152,42,49"
1276,3,5,"20,78,31,33;233,70,29,32;205,153,47,56","271,130,37,41;216,115,41,44;117,130,49,50;397,137,47,54;290,152,41,48"
1277,3,6,"19,78,31,33;233,70,29,32;203,153,47,56","1,154,45,46;271,131,37,41;216,117,40,43;119,130,47,49;399,136,47,54;290,151,41,48"
1278,3,5,"18,79,31,33;233,70,29,32;200,152,47,57","270,131,37,41;217,118,39,42;105,129,51,54;400,135,48,55;290,149,41,49"
1279,2,5,"18,80,30,33;197,150,48,57","269,130,38,42;216,120,40,43;102,129,51,56;402,136,47,54;290,148,41,48"
1280,2,4,"17,81,31,32;196,149,46,56","268,129,38,42;216,121,39,43;404,137,45,55;290,147,41,48"
1281,2,4,"16,81,30,33;195,148,47,55","324,152,37,43;268,127,38,43;215,122,39,43;289,146,42,48"
1282,2,3,"15,81,31,33;194,146,48,56","268,125,38,43;214,123,40,42;289,146,42,48"
1283,2,3,"14,81,31,33;194,144,47,56","268,124,38,43;213,122,39,43;290,147,41,48"
1284,1,3,"194,143,47,56","269,124,38,42;211,120,40,44;290,149,41,48"
1285,1,3,"194,143,47,56","270,124,38,44;210,119,41,44;290,150,42,49"
1286,1,3,"194,144,47,56","270,125,39,43;211,118,40,44;291,152,41,49"
1287,1,3,"194,145,48,56","271,126,38,43;211,118,40,43;291,153,42,49"
1288,1,3,"195,146,48,57","272,128,38,42;212,118,40,44;292,154,42,49"
1289,1,3,"196,148,48,56","272,129,38,42;212,119,41,44;293,154,42,49"
1290,1,3,"197,150,48,56","273,130,38,41;213,121,40,43;294,153,42,49"
1291,1,3,"199,150,48,58","273,129,39,43;215,123,40,44;295,152,42,49"
1292,2,3,"234,72,30,33;201,151,48,57","274,128,39,43;216,125,40,43;295,151,42,50"
1293,2,4,"234,73,30,33;203,150,48,57","97,146,42,43;274,126,39,44;217,126,41,44;295,150,42,49"
1294,2,4,"235,74,30,33;205,149,49,56","96,148,42,45;274,124,39,43;219,127,41,44;294,150,43,49"
1295,3,4,"13,82,32,35;235,74,30,34;205,148,49,57","95,150,41,44;275,123,39,43;220,127,40,44;295,150,42,49"
1296,3,5,"14,82,32,35;236,75,30,33;207,146,49,59","124,137,46,49;93,150,41,44;275,122,38,43;221,126,40,44;294,151,42,50"
1297,2,6,"14,81,32,35;236,74,30,34","41,157,45,48;126,136,46,49;91,152,42,45;274,122,39,43;221,125,41,44;294,153,42,49"
1298,2,6,"15,81,31,35;236,74,30,33","41,157,44,48;128,135,45,48;87,153,44,47;274,123,39,42;221,122,40,44;293,156,42,49"
1299,2,5,"15,81,32,35;237,73,29,34","41,158,44,48;129,134,46,49;86,152,43,47;273,124,39,43;293,158,42,49"
1300,2,5,"16,81,31,35;237,73,30,33","41,159,44,48;131,132,45,49;85,149,42,46;272,126,39,43;292,161,42,48"
1301,2,5,"16,81,31,35;237,73,30,33","40,160,45,49;131,130,47,50;84,149,42,46;271,128,39,43;291,163,42,48"
1302,2,6,"15,81,32,35;237,73,30,33","343,158,38,43;38,160,46,51;130,129,49,51;84,147,42,47;271,130,39,44;290,164,42,47"
1303,2,6,"15,81,32,35;237,73,30,33","343,157,39,42;37,161,47,51;131,128,48,51;84,145,42,47;270,131,39,43;289,164,42,48"
1304,2,5,"15,82,32,35;237,73,30,33","35,162,47,51;131,129,48,50;84,145,42,47;270,131,38,44;289,164,42,47"
1305,2,5,"14,83,33,35;237,74,30,33","33,162,47,51;130,130,49,51;84,145,42,47;269,131,39,44;288,163,43,48"
1306,2,5,"14,83,33,36;237,75,30,33","31,160,48,52;130,132,49,51;84,145,42,47;268,131,40,44;288,163,44,48"
1307,2,5,"14,84,32,34;237,76,30,33","29,159,47,52;130,133,48,51;84,146,43,48;268,131,40,45;289,164,43,47"
1308,2,6,"13,84,32,35;237,77,30,33","349,155,39,44;28,158,47,51;129,135,48,51;85,148,42,47;267,130,41,47;289,165,43,47"
1309,2,6,"13,84,32,35;237,77,30,32","350,157,39,45;26,157,47,51;128,137,48,51;85,150,42,47;268,131,41,46;291,166,42,47"
1310,3,5,"175,149,50,61;13,84,32,35;237,76,30,33","351,159,39,45;25,156,46,50;126,136,48,51;86,151,42,47;271,132,40,44"
1311,3,3,"172,148,49,60;13,83,32,36;237,76,30,33","23,155,46,51;123,135,48,50;87,151,42,48"
1312,3,3,"170,147,49,59;13,83,32,36;237,75,30,34","21,156,46,51;120,134,48,51;88,150,42,48"
1313,2,3,"169,145,49,59;13,83,32,35","18,158,46,50;118,132,48,51;89,149,43,48"
1314,2,3,"168,144,50,60;12,82,33,36","15,159,47,51;117,130,48,51;90,147,43,49"
1315,2,3,"166,143,51,61;13,82,32,36","12,160,47,51;116,129,48,50;90,146,44,49"
1316,2,3,"165,143,50,61;13,82,32,36","10,161,48,51;115,128,47,50;90,144,44,49"
1317,2,3,"164,145,50,60;13,83,32,35","9,162,48,51;114,129,48,50;90,143,44,49"
1318,2,3,"164,147,50,60;13,84,33,35","7,161,48,51;112,129,49,52;90,143,45,49"
1319,2,4,"164,149,50,61;14,84,32,35","77,117,35,39;6,160,48,52;110,130,49,52;90,143,45,50"
1320,2,4,"164,151,50,61;15,85,32,35","232,117,35,38;4,159,48,51;108,132,49,51;89,143,46,50"
1321,3,4,"240,78,31,34;166,153,50,61;15,85,32,36","49,104,33,37;2,157,48,52;107,134,49,52;89,145,46,50"
1322,3,3,"241,78,30,33;168,153,51,61;15,85,32,36","0,155,49,53;107,136,49,53;87,148,47,50"
1323,3,3,"241,77,30,33;170,153,51,61;15,85,33,36","0,155,47,52;107,137,50,53;85,150,47,50"
1324,2,3,"172,151,51,62;16,85,32,35","-1,155,46,52;108,137,50,54;83,151,46,49"
1325,2,3,"174,150,50,61;16,85,32,35","-1,154,45,53;108,136,50,53;82,151,45,49"
1326,2,4,"175,148,51,61;16,85,32,35","225,131,42,46;-2,156,44,53;107,134,50,53;80,150,45,50"
1327,2,4,"175,146,51,61;15,85,32,34","225,133,41,45;-2,158,41,53;106,132,50,53;78,149,46,50"
1328,3,4,"242,78,30,33;176,145,50,61;14,85,33,35","224,135,41,44;-3,159,40,53;104,131,51,53;77,147,46,50"
1329,4,3,"46,106,32,36;242,78,30,34;175,143,51,62;13,85,33,36","-3,161,37,53;102,129,52,54;76,145,46,50"
1330,4,2,"45,106,32,36;242,79,30,33;175,143,50,62;13,85,33,37","100,128,52,55;76,144,46,50"
1331,3,2,"242,80,30,33;175,143,50,62;11,87,33,36","98,128,52,54;76,143,47,50"
1332,3,2,"242,80,30,33;174,144,50,62;10,87,33,37","95,128,52,54;76,142,46,51"
1333,4,3,"39,130,33,38;242,80,30,33;173,146,50,62;8,88,33,36","216,134,41,43;93,130,51,54;76,143,46,50"
1334,4,1,"38,130,35,39;242,80,30,32;171,148,51,63;7,88,33,36","90,132,52,55"
1335,3,3,"39,129,34,38;169,150,51,63;6,88,33,35","39,106,35,38;279,118,45,48;87,135,52,55"
1336,3,3,"39,128,34,38;165,153,51,62;5,88,33,35","39,106,35,38;281,117,44,47;82,136,53,56"
1337,3,4,"39,127,34,38;161,153,52,63;4,87,33,36","211,127,44,49;39,105,34,39;283,117,44,47;79,136,53,57"
1338,3,4,"39,127,33,38;157,153,52,62;3,87,33,36","211,128,44,49;39,106,34,38;286,119,43,46;72,135,54,57"
1339,3,4,"39,128,33,38;153,152,52,62;2,87,33,36","211,129,45,51;38,107,34,37;289,121,42,46;67,133,54,57"
1340,3,3,"38,129,34,38;152,150,52,63;1,87,33,37","211,132,45,50;292,124,42,46;63,132,54,57"
1341,3,3,"38,130,34,37;150,148,52,63;1,87,33,37","212,134,44,49;294,125,43,46;59,131,53,55"
1342,3,3,"38,131,33,38;148,146,53,63;1,87,33,36","213,136,44,50;296,126,43,47;56,132,53,55"
1343,4,3,"246,82,29,33;37,132,34,37;148,144,53,64;1,88,33,36","213,137,45,50;298,125,45,48;54,132,53,55"
1344,4,3,"246,83,30,32;37,133,33,37;148,144,54,63;0,88,33,37","213,136,46,51;300,123,45,49;51,133,53,55"
1345,4,3,"247,82,29,33;37,133,34,38;147,143,55,64;0,89,33,36","215,134,45,50;302,121,45,49;49,135,53,54"
1346,3,3,"247,82,30,33;148,144,55,64;0,90,33,36","216,133,45,49;303,119,45,50;46,137,53,55"
1347,2,4,"148,145,56,66;0,90,33,36","111,138,44,50;216,132,45,49;304,117,44,49;42,138,55,58"
1348,2,4,"149,147,56,66;0,90,33,36","110,139,46,52;215,129,45,50;304,116,44,49;39,141,56,58"
1349,2,4,"150,150,56,66;0,90,33,36","341,176,43,47;215,128,44,49;303,116,44,49;37,142,57,60"
1350,2,3,"151,154,55,65;0,90,33,36","341,177,44,48;303,117,44,49;36,143,56,59"
1351,2,3,"154,156,55,66;0,89,33,37","341,177,45,49;302,118,44,49;34,141,59,62"
1352,3,3,"249,81,29,32;156,157,56,67;0,89,32,37","340,178,47,51;302,120,44,49;35,139,57,61"
1353,3,4,"249,82,30,32;159,159,55,67;0,89,32,36","104,132,47,51;340,180,47,50;301,122,44,49;35,136,57,60"
1354,3,5,"249,83,30,32;162,159,55,67;0,89,32,36","211,134,45,49;104,130,47,51;340,181,46,50;299,125,44,49;35,134,56,59"
1355,3,5,"249,84,30,32;163,159,55,66;0,89,31,36","210,135,44,48;105,129,46,50;341,181,45,49;298,125,44,49;33,131,55,58"
1356,3,5,"249,84,30,33;164,158,55,66;0,89,30,37","208,136,45,48;105,128,46,51;340,179,46,50;297,124,44,50;31,130,55,56"
1357,3,6,"249,85,30,33;164,156,54,66;0,90,30,37","24,84,34,38;206,134,46,49;106,128,46,51;340,178,46,49;297,123,44,49;29,128,54,57"
1358,3,5,"249,85,30,33;164,156,54,65;0,91,29,36","204,132,46,48;108,129,45,51;340,176,45,49;296,120,44,48;26,128,54,57"
1359,3,5,"249,84,30,33;164,157,54,64;0,92,28,37","203,129,45,49;109,132,46,52;341,173,45,49;296,118,43,49;22,128,53,56"
1360,3,5,"249,84,29,33;163,158,54,63;0,92,27,37","202,127,45,49;110,134,47,52;341,172,45,49;295,116,44,49;18,130,54,56"
1361,3,5,"249,84,30,33;164,160,52,62;-1,92,27,37","201,124,46,50;111,135,47,53;341,171,46,50;296,115,43,48;14,132,54,58"
1362,3,6,"248,83,31,33;163,162,53,62;-1,93,27,36","403,158,40,48;201,123,45,50;114,136,46,52;341,171,47,50;297,115,44,49;10,133,54,58"
1363,4,6,"54,150,46,52;248,82,31,34;163,165,53,63;0,92,25,37","406,159,40,47;202,124,46,51;116,135,46,52;341,172,48,50;297,116,43,49;7,135,55,58"
1364,4,6,"53,152,47,52;248,82,31,34;161,169,53,61;-1,92,25,37","408,158,39,46;203,127,45,50;117,134,47,53;342,173,48,51;297,118,43,48;1,135,55,58"
1365,4,6,"53,155,46,50;249,83,30,33;160,172,53,62;0,91,23,38","411,156,38,45;202,129,47,51;119,132,47,53;342,175,49,52;298,121,43,47;-1,133,53,59"
