Frame Number,Total non-masked faces,Total masked faces,Non-masked Face ROIs,Masked Face ROIs
837,3,3,"167,56,39,43;179,105,45,48;74,132,53,59","320,79,48,53;382,42,35,39;210,34,97,112"
838,3,3,"166,56,40,43;179,104,45,49;74,132,53,59","321,79,48,53;382,42,35,39;208,33,96,112"
839,3,3,"167,56,40,44;179,104,45,49;73,131,53,59","321,79,48,53;382,42,35,39;204,33,97,112"
840,3,3,"167,57,41,44;178,103,45,49;73,130,53,60","321,78,48,53;383,42,34,39;201,32,96,112"
841,3,3,"167,57,41,44;178,102,45,50;72,130,54,60","321,78,49,53;383,42,34,39;197,31,96,112"
842,3,3,"167,56,41,44;178,102,45,50;72,130,54,59","321,78,49,53;383,42,34,39;195,30,99,113"
843,3,2,"168,56,40,44;178,101,45,50;72,128,54,61","322,78,48,52;192,28,98,112"
844,2,2,"168,55,39,44;72,128,54,61","321,78,49,53;189,26,97,112"
845,1,2,"71,127,54,61","321,77,49,54;185,24,98,112"
846,1,2,"71,127,54,60","322,77,48,52;182,23,97,112"
847,1,2,"72,127,53,60","322,77,47,52;178,22,98,113"
848,1,2,"70,126,54,60","322,76,47,53;177,20,98,113"
849,1,2,"70,126,54,60","322,76,47,52;174,17,99,114"
850,1,2,"70,125,55,61","322,76,47,52;171,15,99,115"
851,1,2,"70,125,54,61","323,76,47,52;169,12,99,115"
852,1,2,"69,125,55,61","323,76,47,52;168,11,99,114"
853,1,2,"69,125,55,61","322,75,47,52;166,9,98,113"
854,1,2,"68,125,56,62","322,75,47,52;162,9,98,114"
855,1,2,"68,125,55,62","322,75,47,52;160,6,99,114"
856,1,2,"68,125,55,62","322,75,47,52;159,4,98,114"
857,1,2,"66,125,56,62","321,74,48,53;155,4,99,115"
858,1,2,"66,125,55,63","321,74,48,52;153,2,99,116"
859,1,2,"66,127,54,61","322,73,47,53;152,0,99,116"
860,1,2,"65,127,54,61","322,73,47,53;150,0,100,115"
861,1,3,"65,127,54,61","389,44,28,41;322,73,47,52;148,0,99,115"
862,1,3,"64,127,54,61","389,44,28,41;322,74,47,51;145,0,99,114"
863,1,2,"64,129,53,59","322,74,46,51;142,0,100,116"
864,1,2,"65,130,53,59","322,74,46,51;141,0,100,115"
865,1,2,"65,130,53,58","322,74,46,51;139,0,100,115"
866,1,2,"224,65,47,51","321,74,47,51;136,0,101,116"
867,1,2,"224,66,46,51","321,74,47,53;132,0,101,117"
868,1,2,"224,68,46,49","320,74,48,53;132,1,100,117"
869,1,2,"224,67,46,50","321,74,47,52;129,1,100,118"
870,1,2,"224,68,46,49","321,75,47,52;126,1,102,120"
871,1,2,"223,68,46,50","321,75,47,52;124,3,101,118"
872,1,2,"223,69,47,51","321,76,47,52;120,4,102,120"
873,2,2,"55,108,48,53;223,69,47,51","321,76,46,52;117,7,102,120"
874,2,2,"54,108,49,53;223,69,46,51","320,77,47,52;115,8,103,119"
875,2,2,"54,107,48,54;222,69,47,51","320,77,47,52;113,10,102,120"
876,2,2,"54,106,47,53;222,70,47,51","320,77,47,52;111,13,102,119"
877,2,2,"53,107,48,53;222,72,47,52","320,78,47,52;108,14,102,118"
878,2,2,"53,106,47,51;221,72,48,53","320,79,47,52;105,16,103,119"
879,4,2,"314,29,37,40;260,120,55,64;53,107,47,51;221,72,48,54","320,79,47,52;102,18,103,119"
880,4,2,"314,29,37,40;261,120,53,61;52,109,47,51;221,72,48,53","320,80,47,52;99,20,104,119"
881,5,2,"62,136,53,57;314,29,37,40;261,121,52,59;51,110,47,52;220,72,48,52","320,81,47,52;98,23,103,119"
882,5,2,"59,137,55,57;314,29,38,40;260,121,52,60;50,110,47,52;220,72,48,53","320,81,47,53;96,24,103,120"
883,5,2,"58,138,56,57;314,29,38,40;259,122,53,59;50,111,47,52;220,73,49,54","319,82,48,53;93,25,103,121"
884,4,2,"58,138,56,58;258,123,53,58;50,110,47,52;219,73,49,53","318,82,48,52;90,26,104,122"
885,4,2,"57,137,57,60;257,122,54,61;49,112,48,53;219,73,48,53","319,82,46,53;88,27,104,121"
886,4,2,"57,136,58,61;257,122,54,61;48,113,49,55;219,73,48,53","318,83,47,52;85,29,105,121"
887,4,2,"57,135,57,61;256,122,55,61;48,113,49,56;219,73,48,53","318,84,47,51;83,31,105,121"
888,4,2,"57,133,57,62;256,122,54,61;47,113,50,56;219,74,48,52","318,84,47,52;81,32,105,120"
889,4,2,"57,133,57,62;255,122,55,61;46,114,52,58;218,74,49,53","318,85,46,51;76,33,106,123"
890,4,2,"57,132,56,61;254,122,55,61;45,115,51,57;218,74,48,52","318,85,46,51;76,35,106,123"
891,4,2,"56,131,56,61;252,121,56,63;44,116,52,58;218,74,48,52","317,85,47,52;74,34,106,123"
892,3,2,"56,132,55,59;252,121,55,62;218,74,48,52","316,85,48,53;71,33,106,123"
893,3,2,"56,132,53,58;251,121,56,61;218,74,48,52","316,86,47,52;69,33,106,122"
894,3,2,"55,131,52,58;251,121,55,62;217,74,49,52","316,86,47,52;68,33,106,121"
895,3,2,"55,131,51,57;250,122,55,61;217,73,48,52","315,86,48,52;65,32,106,122"
896,3,2,"55,131,49,55;249,122,56,61;217,73,48,52","315,85,47,52;64,31,106,123"
897,5,2,"160,113,45,50;178,58,39,44;55,131,47,54;249,122,55,62;216,72,49,53","315,85,47,53;61,30,107,124"
898,3,2,"160,112,45,50;248,122,56,61;217,73,48,52","314,85,48,53;58,30,106,124"
899,3,2,"160,112,45,49;247,123,56,61;216,72,49,52","314,85,47,53;55,29,107,125"
900,3,2,"160,112,45,49;247,121,56,63;216,72,48,52","313,85,48,53;54,28,107,125"
901,3,2,"159,112,46,49;245,121,57,63;216,72,49,52","313,85,48,53;51,27,108,126"
902,3,2,"159,112,45,49;244,120,57,64;217,71,48,52","313,85,48,53;47,26,110,127"
903,3,3,"159,112,45,49;245,121,57,63;216,71,49,52","368,94,41,45;313,85,47,53;43,24,111,130"
904,3,3,"158,110,47,50;245,120,56,63;217,71,48,52","368,94,42,45;312,85,48,53;41,20,113,132"
905,3,3,"158,109,46,52;245,120,56,63;217,70,48,52","368,94,41,45;312,85,48,53;40,19,112,132"
906,3,3,"157,109,47,52;244,119,57,63;217,70,48,52","368,94,42,46;312,85,47,52;39,18,111,130"
907,3,3,"158,110,46,51;244,119,56,63;217,69,48,52","368,94,42,46;311,85,48,52;35,16,112,132"
908,3,3,"158,110,47,51;244,120,57,63;217,69,48,51","368,94,42,46;311,85,48,52;32,13,112,133"
909,3,3,"158,111,46,50;244,119,56,62;217,68,48,52","368,94,42,47;312,84,48,53;31,11,111,131"
910,3,3,"158,110,46,50;245,119,55,61;218,68,47,52","368,95,42,46;312,84,47,52;28,8,111,132"
911,3,3,"158,110,45,50;245,119,55,61;218,68,47,52","367,95,43,47;311,83,48,53;24,8,112,132"
912,3,3,"157,109,46,51;245,118,54,61;218,68,48,52","368,96,42,47;311,83,48,52;23,7,111,131"
913,3,3,"157,110,46,50;245,118,54,60;218,68,48,51","368,96,42,47;311,83,48,52;20,2,112,133"
914,3,3,"157,110,46,50;244,118,54,59;218,67,48,51","368,96,43,47;311,82,48,53;17,0,113,134"
915,3,3,"157,110,46,49;244,118,54,59;218,67,48,52","368,96,43,48;312,82,47,53;14,1,114,134"
916,3,3,"157,110,46,49;244,118,53,59;219,66,47,52","368,97,43,47;311,82,48,52;10,0,115,133"
917,3,3,"156,110,46,49;244,119,53,58;219,67,48,52","368,97,43,47;311,82,48,52;4,0,115,132"
918,3,3,"155,111,46,49;244,119,53,59;220,67,47,52","368,97,43,48;312,81,47,52;2,-2,114,130"
919,3,3,"155,111,46,50;243,119,54,59;219,67,48,52","368,98,43,47;312,81,47,52;0,-3,114,127"
920,3,3,"155,112,47,50;243,119,54,60;219,67,48,52","368,98,44,47;312,81,47,52;-1,-2,112,127"
921,3,3,"154,111,48,51;243,120,54,60;220,66,48,53","369,98,43,48;311,80,47,52;-2,-3,111,123"
922,3,3,"153,111,49,51;243,120,54,59;220,67,48,52","369,98,43,48;310,80,49,52;-2,-2,109,122"
923,3,3,"153,110,48,52;242,120,54,59;220,67,48,53","369,98,44,48;311,80,48,52;-3,-1,108,121"
924,3,3,"153,111,48,51;242,120,54,60;220,68,48,52","369,99,44,48;311,80,48,52;-4,-2,105,120"
925,3,3,"153,111,48,52;242,121,54,59;220,67,48,53","369,99,45,48;311,79,48,53;-3,-2,103,119"
926,3,3,"153,111,48,52;242,122,53,59;220,67,48,52","370,99,44,48;311,79,48,52;-3,-1,100,118"
927,2,3,"242,122,53,59;221,68,48,53","370,99,44,48;311,79,48,52;-4,-2,98,117"
928,2,3,"242,123,53,58;221,69,48,53","370,99,44,48;311,79,48,52;-4,-2,94,115"
929,2,3,"241,125,53,58;221,69,48,54","371,99,44,49;311,79,48,52;-3,-1,92,115"
930,2,2,"240,125,53,59;221,69,48,54","371,99,44,49;311,79,47,52"
931,3,2,"151,117,49,52;240,126,54,59;221,69,49,55","372,100,43,47;311,79,47,52"
932,3,2,"151,116,49,53;240,127,54,59;221,70,49,54","372,100,44,47;311,80,47,51"
933,3,2,"151,117,48,53;239,127,55,59;221,70,49,55","373,100,43,47;311,80,47,52"
934,3,3,"151,117,48,53;239,128,54,59;221,70,49,54","178,59,44,48;373,100,43,47;311,81,47,52"
935,3,3,"152,118,47,52;239,129,54,59;222,71,48,54","178,59,44,48;374,100,42,47;311,81,47,53"
936,3,3,"152,118,47,52;238,130,54,59;222,71,48,53","179,59,42,47;374,100,42,46;311,81,48,53"
937,3,3,"152,118,47,52;238,131,54,59;222,71,48,54","178,59,44,47;374,100,43,46;311,82,47,52"
938,2,3,"238,131,54,59;222,72,49,53","178,59,44,48;375,100,42,46;311,82,47,52"
939,2,3,"238,132,54,60;222,72,49,53","179,59,43,48;375,100,42,46;311,82,47,53"
940,2,3,"237,132,54,60;223,73,48,52","179,58,43,48;375,100,42,46;310,82,48,54"
941,2,3,"237,132,53,59;223,73,49,52","179,58,44,49;375,100,42,46;310,82,48,53"
942,2,2,"238,133,53,59;223,73,49,53","375,99,42,46;310,83,48,54"
943,2,2,"237,133,53,59;223,74,49,53","375,99,42,46;310,84,48,53"
944,2,2,"237,134,53,59;224,75,48,52","375,99,42,46;310,84,49,54"
945,2,2,"237,134,52,59;224,76,49,52","375,98,42,46;310,85,49,53"
946,2,2,"237,134,52,59;225,76,48,52","375,98,42,46;311,85,48,54"
947,2,2,"236,134,53,60;225,77,48,52","375,98,42,46;311,86,48,53"
948,2,2,"237,134,52,60;225,78,49,52","375,98,42,46;311,86,48,54"
949,3,2,"6,48,40,47;236,134,53,60;227,78,47,51","375,97,42,47;312,87,48,53"
950,4,2,"9,129,58,63;6,48,40,47;236,134,53,60;229,78,47,50","375,97,42,47;312,87,48,54"
951,3,3,"9,129,58,63;6,48,39,47;236,133,53,60","386,43,30,38;375,97,42,47;312,87,48,54"
952,3,3,"8,128,58,64;6,49,39,46;234,131,54,61","386,44,31,38;375,97,42,47;313,88,47,53"
953,3,3,"7,127,58,65;6,49,39,46;233,131,55,61","386,44,30,38;375,97,42,47;313,88,48,54"
954,2,3,"6,126,60,66;6,49,39,46","386,44,31,38;375,97,42,46;313,88,48,54"
955,2,3,"6,125,59,66;6,49,39,46","386,44,30,38;375,97,42,46;313,88,48,54"
956,2,3,"6,125,59,65;5,49,39,47","386,43,30,39;375,96,42,47;313,88,48,54"
957,3,3,"148,117,47,51;6,125,58,65;5,49,39,48","386,43,31,39;375,96,42,47;314,88,48,54"
958,4,3,"185,58,39,43;148,117,46,50;5,124,59,65;5,49,40,49","386,43,31,40;375,96,42,47;314,88,48,54"
959,4,3,"185,58,39,43;147,116,47,51;4,123,58,65;5,49,39,49","386,43,31,40;375,96,42,47;315,88,47,53"
960,4,3,"185,57,39,45;147,117,47,51;3,123,59,65;4,50,40,49","386,44,31,39;375,96,42,48;315,88,48,53"
961,4,3,"184,57,41,45;146,116,47,51;2,122,59,66;5,50,39,49","385,43,32,40;375,96,42,47;315,88,48,53"
962,4,3,"185,57,40,45;146,115,46,51;1,122,60,66;5,50,39,49","385,43,32,41;375,96,42,47;316,88,47,53"
963,4,3,"184,57,41,45;145,114,47,53;0,122,60,66;5,50,39,49","385,43,32,41;375,96,42,47;316,88,48,53"
964,4,3,"184,57,41,45;145,113,47,53;0,122,60,65;5,50,39,49","385,43,31,41;375,97,42,47;316,88,48,53"
965,4,3,"184,57,41,45;144,114,47,52;0,122,59,66;5,50,39,49","385,44,31,40;375,97,42,47;316,88,48,53"
966,4,3,"185,57,40,44;144,114,47,53;0,122,59,66;5,51,39,48","385,44,32,41;375,97,42,47;316,87,48,54"
967,3,2,"143,114,48,53;0,122,58,66;5,51,39,48","385,44,32,41;375,97,42,47"
968,4,2,"228,74,48,52;143,114,47,52;0,122,58,66;4,51,40,48","384,44,32,41;375,97,42,47"
969,4,2,"227,73,49,52;143,114,47,53;0,123,57,66;4,51,40,49","385,44,32,41;375,98,41,46"
970,4,2,"227,73,49,52;142,113,48,54;0,123,57,67;4,51,39,49","385,45,32,40;375,98,41,47"
971,4,2,"227,73,48,52;141,112,49,54;0,124,57,66;3,51,40,49","385,45,32,41;375,98,41,47"
972,4,2,"226,72,49,52;140,112,50,54;0,125,56,66;3,52,39,49","384,45,33,41;375,99,42,47"
973,4,2,"225,71,50,54;140,111,49,55;0,125,56,67;2,51,40,49","384,45,32,41;375,99,42,47"
974,3,3,"224,70,50,54;140,112,48,54;0,126,56,67","226,126,58,64;384,46,33,41;375,100,42,46"
975,3,3,"224,70,50,54;139,112,49,55;-1,127,55,66","225,127,59,64;384,46,32,41;375,100,41,47"
976,3,3,"224,70,50,54;138,113,49,54;-1,128,54,66","224,126,59,65;384,46,33,41;375,100,42,47"
977,3,2,"224,70,50,53;138,114,49,54;-1,128,54,66","224,127,59,65;384,46,32,41"
978,3,2,"224,70,49,53;137,114,49,54;-1,129,53,66","224,127,59,64;384,46,33,41"
979,3,2,"223,69,50,53;137,115,49,54;-1,129,52,67","223,128,59,64;384,46,33,42"
980,4,2,"185,59,39,42;224,69,49,53;136,115,49,54;0,129,51,68","224,129,57,63;384,47,33,42"
981,4,2,"185,59,40,43;224,70,49,52;136,116,49,54;0,131,50,67","224,130,57,62;383,47,33,42"
982,4,2,"185,59,39,43;223,69,49,52;135,116,49,54;0,131,50,67","223,130,58,63;384,47,33,42"
983,4,2,"185,59,39,43;222,69,49,53;136,118,48,54;0,131,49,68","223,131,57,61;384,47,33,41"
984,5,2,"314,80,50,56;185,59,40,43;222,69,49,52;135,118,48,54;0,131,49,68","223,132,56,61;384,47,33,41"
985,5,2,"313,79,52,58;186,59,39,43;222,69,49,53;134,119,49,54;0,132,49,67","222,130,57,63;384,47,33,42"
986,5,2,"314,80,50,55;186,59,39,44;221,69,49,53;134,120,48,53;0,133,48,67","221,130,57,63;384,48,33,41"
987,5,2,"314,81,49,54;186,59,39,44;221,70,49,52;133,120,48,54;0,133,48,67","221,129,57,64;384,48,33,40"
988,5,1,"314,81,49,54;185,60,40,44;221,71,49,52;132,120,49,55;0,133,47,68","384,48,33,40"
989,5,1,"315,82,47,53;184,59,41,47;220,71,49,51;131,121,49,54;0,134,47,67","384,48,33,41"
990,5,1,"314,82,48,53;184,59,41,47;220,71,49,52;131,121,48,54;0,134,47,67","384,48,33,41"
991,5,1,"314,82,48,53;183,60,42,47;219,71,50,52;130,122,49,55;0,134,47,68","384,48,33,40"
992,5,2,"318,52,35,41;314,82,48,54;220,72,49,52;129,123,49,54;0,134,46,68","220,135,54,61;385,48,32,40"
993,5,2,"317,52,36,41;314,82,49,55;219,72,49,52;129,124,49,54;0,134,46,68","218,134,56,62;385,49,32,40"
994,5,3,"316,51,36,42;314,83,48,55;219,73,49,52;129,125,49,54;0,133,46,69","371,101,44,48;217,136,57,63;385,48,32,41"
995,5,2,"317,52,35,41;313,83,49,55;219,74,49,52;128,125,49,55;0,133,46,69","371,101,44,48;385,48,32,41"
996,5,2,"317,52,35,41;313,84,49,54;218,74,49,52;127,125,50,55;0,133,45,68","371,101,44,48;385,48,32,41"
997,5,2,"316,52,36,41;313,84,49,55;216,74,50,52;127,126,50,55;0,132,45,68","371,101,44,48;385,49,32,41"
998,6,2,"184,62,40,44;316,53,36,40;313,84,49,55;217,75,49,52;126,126,50,55;0,132,45,67","370,100,45,49;385,49,32,41"
999,6,3,"184,62,40,44;316,53,35,40;313,85,48,55;216,75,49,52;126,127,49,55;0,131,45,68","217,140,53,59;370,100,45,49;385,48,32,42"
1000,6,3,"184,62,40,44;316,53,35,40;312,86,49,54;215,75,50,53;125,128,49,54;0,131,45,67","217,142,52,57;370,100,45,49;385,48,32,42"
1001,6,3,"184,62,40,44;315,54,36,39;313,87,48,54;214,76,50,52;124,129,49,54;0,131,45,67","215,141,56,61;370,100,45,49;385,48,32,42"
1002,6,3,"184,62,40,44;315,54,35,39;313,88,48,54;214,77,50,53;123,129,49,54;0,131,45,66","214,139,57,64;370,100,45,49;385,48,32,42"
1003,6,3,"184,62,40,44;315,54,35,40;313,89,48,54;213,78,50,54;123,129,48,55;0,130,44,67","212,137,59,66;370,100,45,48;385,48,32,42"
1004,6,3,"183,62,41,44;315,55,35,39;312,89,48,54;213,79,50,53;122,129,49,55;0,129,44,67","212,139,58,63;370,100,45,48;385,47,32,43"
1005,5,3,"315,55,35,39;312,90,48,54;212,79,50,53;122,129,48,55;0,128,44,67","211,138,58,64;370,100,45,48;384,47,32,43"
1006,5,3,"315,56,34,39;312,91,48,53;211,79,50,54;121,130,49,54;0,128,44,67","210,137,59,65;370,100,45,49;384,47,32,43"
1007,5,3,"315,56,34,39;311,91,49,54;212,80,49,54;121,130,48,55;0,127,43,67","209,136,60,66;370,100,45,49;384,47,32,42"
1008,5,3,"314,56,35,39;311,92,48,54;210,81,50,54;120,130,49,55;0,126,43,67","208,137,60,65;370,100,45,49;384,47,32,42"
1009,6,3,"182,61,40,45;314,57,35,39;310,92,49,54;210,82,50,54;120,129,48,55;0,126,43,67","208,137,59,66;371,100,44,49;384,46,32,43"
1010,6,3,"182,61,40,45;313,57,34,39;310,93,48,54;209,82,50,54;119,129,49,54;0,125,42,67","207,137,60,66;371,100,44,49;384,46,32,42"
1011,6,3,"182,61,40,44;312,57,35,40;309,93,49,54;209,83,50,54;119,129,48,54;0,125,42,66","207,138,58,64;371,100,44,48;384,46,32,42"
1012,6,3,"182,61,40,44;310,58,36,40;309,93,49,55;208,83,50,55;119,128,48,54;0,124,42,66","205,137,59,65;371,101,44,48;384,46,32,41"
1013,6,3,"182,61,40,44;310,58,36,40;308,94,49,55;207,84,50,54;119,128,48,54;0,123,42,66","205,137,59,64;371,101,44,48;383,45,33,41"
1014,6,3,"182,61,40,44;309,58,36,41;307,94,50,55;206,84,51,54;118,128,49,55;0,123,41,66","206,136,58,64;370,102,45,48;383,45,33,42"
1015,6,2,"182,61,40,44;308,59,36,40;307,95,50,54;205,84,51,54;117,127,49,55;0,122,41,66","206,137,58,63;371,102,44,48"
1016,6,2,"182,61,39,44;308,59,36,41;307,95,49,54;205,84,50,54;116,128,49,55;0,121,40,67","206,135,58,64;371,103,44,48"
1017,6,2,"182,61,39,43;308,59,36,41;306,95,49,55;204,85,51,54;115,127,49,55;0,121,40,67","206,135,59,64;371,103,44,48"
1018,5,2,"307,59,36,41;306,95,49,55;203,84,51,55;115,127,49,55;0,120,38,68","206,135,58,64;370,104,45,48"
1019,6,2,"383,45,34,42;307,59,36,41;304,95,50,55;202,84,51,55;115,127,49,54;0,121,38,67","206,135,57,63;370,103,45,49"
1020,6,2,"383,45,33,41;306,59,36,41;304,95,50,55;202,84,51,55;116,128,48,54;0,121,37,67","206,135,57,62;370,104,45,48"
1021,6,2,"382,45,34,41;306,59,36,41;303,95,50,56;202,84,51,55;115,127,49,55;0,122,36,67","206,134,57,62;370,104,45,49"
1022,6,2,"382,45,34,42;305,58,37,41;302,95,51,56;201,84,51,55;114,126,50,55;0,122,35,67","206,134,56,61;370,105,45,49"
1023,6,2,"382,45,34,42;304,58,37,42;302,95,51,56;201,84,50,54;114,126,50,55;-1,122,34,67","206,133,56,62;371,105,44,49"
1024,6,2,"382,45,34,41;304,58,37,42;302,95,50,55;201,84,50,54;114,126,50,55;-1,123,33,66","206,132,56,62;371,106,44,48"
1025,6,2,"382,45,34,41;303,58,37,42;302,95,51,56;201,83,50,54;113,125,50,55;0,123,32,65","207,131,56,61;371,107,44,48"
1026,5,2,"382,45,34,42;303,58,37,42;302,96,50,55;201,83,49,53;113,124,50,56","207,130,55,61;371,107,44,48"
1027,5,2,"382,45,34,41;303,58,37,42;301,95,50,55;200,84,49,53;113,124,50,55","207,130,55,61;371,107,45,49"
1028,5,2,"382,46,34,40;302,58,37,42;301,95,50,55;199,83,50,53;113,124,50,55","207,130,56,61;371,108,45,49"
1029,5,2,"382,46,34,40;301,58,38,42;301,95,49,54;198,83,50,53;113,124,50,56","207,130,56,61;371,108,45,49"
1030,5,2,"382,46,34,41;301,57,38,43;300,95,50,54;198,82,50,54;113,124,50,55","208,129,56,61;372,108,44,49"
1031,4,2,"382,46,34,41;300,95,49,54;198,82,50,53;113,124,50,56","207,129,57,60;372,109,44,49"
1032,4,2,"381,46,35,41;300,95,49,53;198,83,50,52;113,124,50,56","208,129,56,60;372,109,45,49"
1033,4,2,"381,47,35,41;300,95,49,53;198,82,51,53;112,124,51,56","208,128,57,61;373,109,44,49"
1034,4,2,"381,47,35,41;300,95,49,54;198,82,50,53;112,125,50,55","208,129,57,61;373,110,44,48"
1035,4,2,"381,47,35,41;299,95,49,53;198,82,50,53;112,125,50,54","208,129,56,60;373,110,44,48"
1036,4,2,"381,47,35,41;299,94,49,54;197,82,51,54;112,125,50,55","208,129,57,61;373,110,44,48"
1037,4,2,"381,47,35,41;298,95,50,54;196,81,52,55;112,125,50,55","208,130,57,60;373,110,44,49"
1038,4,2,"381,48,35,40;297,94,51,55;197,81,51,54;112,126,49,55","208,130,56,60;374,110,43,49"
1039,4,2,"381,48,35,41;297,93,51,56;197,81,51,54;112,125,50,55","207,131,56,59;374,109,43,49"
1040,4,2,"381,48,36,41;298,93,50,55;196,81,52,54;111,126,50,55","206,130,57,60;374,110,43,48"
1041,4,2,"381,49,36,41;298,92,51,56;196,80,51,55;111,127,50,55","207,131,57,61;374,110,43,48"
1042,4,2,"381,49,35,40;298,92,51,55;196,80,52,55;110,127,50,56","207,129,57,62;375,109,42,49"
1043,4,2,"381,49,35,41;298,92,51,55;196,80,51,55;109,127,51,57","207,132,58,62;374,109,43,49"
1044,5,2,"184,59,42,45;381,49,35,41;298,92,51,55;196,79,51,55;109,127,51,58","208,131,58,64;375,109,42,49"
1045,5,2,"184,59,42,46;381,49,35,41;298,91,51,55;196,80,51,55;108,128,51,57","208,132,59,64;375,109,42,50"
1046,5,2,"185,59,41,45;381,49,36,41;298,91,51,56;196,79,51,55;108,129,51,57","208,133,58,64;375,109,42,49"
1047,5,2,"185,59,41,45;381,50,35,41;298,91,51,56;196,80,51,55;108,129,51,57","207,134,59,64;375,109,42,49"
1048,5,2,"185,60,41,44;381,50,35,41;298,91,51,55;196,80,51,55;108,131,50,56","208,136,58,63;375,109,42,48"
1049,5,2,"185,60,41,44;381,50,35,41;298,91,51,55;196,80,51,55;107,131,51,57","208,137,59,64;376,109,41,48"
1050,5,2,"352,56,38,43;186,60,41,45;298,91,50,55;196,80,51,55;107,132,50,56","208,137,59,65;376,108,41,49"
1051,5,2,"352,56,38,44;186,60,41,45;299,91,50,55;196,80,50,55;106,132,51,58","209,138,59,65;376,108,41,49"
1052,5,2,"352,54,39,45;187,60,40,44;299,91,50,55;195,81,51,55;106,133,51,57","209,139,59,65;376,108,41,48"
1053,5,2,"352,54,39,45;186,60,41,45;299,92,50,54;196,81,50,55;106,134,51,57","209,139,59,66;376,108,41,48"
1054,4,2,"353,55,38,45;298,92,51,55;196,82,51,54;106,134,51,58","209,138,60,67;376,107,40,49"
1055,4,2,"353,55,38,45;299,92,50,55;196,82,50,55;105,135,51,58","210,140,60,66;375,107,41,49"
1056,4,2,"353,55,38,46;298,92,50,55;196,82,50,55;106,136,50,57","210,139,60,67;375,107,41,49"
1057,4,2,"353,55,38,45;298,92,50,55;196,82,50,56;106,136,50,57","210,138,61,68;375,106,41,49"
1058,4,2,"354,56,38,45;298,93,50,54;195,83,51,55;106,138,49,56","209,137,61,68;376,106,41,49"
1059,4,2,"354,56,38,44;298,93,50,54;195,83,51,55;106,139,49,55","209,138,61,67;376,106,41,49"
1060,4,2,"355,56,37,45;298,93,50,55;195,83,51,55;106,139,49,55","210,139,61,68;376,106,41,49"
1061,4,2,"355,56,37,45;297,94,51,55;195,84,50,55;106,139,49,54","210,140,62,68;376,106,41,49"
1062,5,2,"378,49,39,42;356,57,37,44;298,94,50,56;195,84,50,55;106,139,48,54","211,140,62,69;376,106,41,49"
1063,5,2,"378,50,39,42;356,58,37,44;298,95,50,55;195,85,51,56;106,139,48,54","211,140,62,69;376,107,41,48"
1064,5,2,"377,49,40,43;356,57,37,45;298,96,50,55;195,86,51,56;105,140,49,53","213,140,61,67;376,106,41,49"
1065,5,2,"377,49,40,43;356,58,37,45;298,97,51,55;194,86,52,56;106,139,48,54","213,138,62,67;376,106,41,49"
1066,5,2,"377,50,40,43;356,58,37,44;298,98,51,55;194,86,52,56;106,138,48,54","214,139,61,67;376,107,41,49"
1067,4,2,"356,58,37,44;298,98,51,55;195,87,51,56;106,138,48,54","214,139,61,66;376,107,41,49"
1068,4,2,"356,58,37,45;298,99,51,55;195,88,51,56;106,137,48,55","215,138,60,67;377,107,40,49"
1069,4,2,"357,58,37,44;299,100,50,55;195,89,50,55;106,137,48,54","215,139,60,66;377,107,40,49"
1070,4,2,"357,58,37,45;299,101,51,55;194,89,51,55;106,137,48,54","215,138,61,66;377,107,40,49"
1071,4,2,"356,58,37,44;299,102,51,55;195,90,51,55;105,136,49,54","215,136,61,67;377,108,40,48"
1072,4,2,"357,59,36,44;299,103,51,55;195,90,51,55;105,137,49,54","215,136,61,67;377,108,40,49"
1073,4,2,"357,59,36,44;299,103,51,56;195,91,50,54;105,135,49,56","215,135,61,67;377,109,40,48"
1074,4,2,"357,59,36,44;299,104,51,55;195,91,50,54;104,134,50,57","215,133,61,68;376,109,40,49"
1075,4,2,"357,59,36,44;300,105,50,54;195,91,50,54;104,133,50,57","215,133,61,67;376,110,40,48"
1076,5,2,"192,62,42,46;357,59,36,44;300,106,50,53;195,91,50,55;104,132,49,57","214,131,62,68;376,110,40,49"
1077,5,2,"193,62,41,46;357,59,36,44;300,106,50,54;195,91,51,55;104,132,49,56","214,131,62,67;376,111,40,49"
1078,5,2,"193,62,41,46;357,59,36,43;300,107,50,53;195,90,50,55;103,131,50,56","214,131,62,67;376,111,40,49"
1079,5,2,"193,62,42,46;357,59,36,43;301,107,50,54;194,90,51,55;103,131,50,56","213,130,62,68;376,112,40,49"
1080,5,2,"193,62,43,47;357,58,36,44;300,108,51,54;194,90,51,55;103,132,49,55","213,130,62,68;376,112,40,50"
1081,5,2,"194,61,43,48;356,58,37,44;301,108,50,54;194,90,51,54;103,131,49,56","213,129,62,68;375,113,41,49"
1082,5,2,"193,61,44,48;357,58,36,44;301,109,51,53;194,89,51,55;103,130,49,56","213,130,62,68;375,113,41,50"
1083,5,2,"194,61,43,47;356,58,36,44;301,109,51,54;194,89,51,54;102,129,50,56","213,129,62,67;375,113,41,50"
1084,5,2,"194,61,43,47;356,57,37,46;301,109,52,55;193,88,51,55;101,129,51,57","212,127,62,68;375,114,41,49"
1085,5,2,"194,60,44,49;356,57,37,45;301,109,52,55;194,89,50,54;101,130,50,57","212,126,63,69;375,114,41,49"
