Frame Number,Total non-masked faces,Total masked faces,Non-masked Face ROIs,Masked Face ROIs
869,2,0,"297,84,56,62;37,121,45,53",
870,2,0,"295,84,56,61;36,121,45,53",
871,2,0,"293,84,56,60;36,120,45,53",
872,2,0,"292,83,54,59;35,120,45,53",
873,2,0,"289,82,54,59;34,118,46,54",
874,2,0,"288,82,54,58;34,118,46,54",
875,2,0,"286,82,54,58;34,119,45,53",
876,4,0,"189,155,78,79;198,55,35,41;285,81,53,59;34,119,45,53",
877,4,0,"186,155,79,79;198,55,35,41;283,81,53,58;33,119,46,53",
878,4,0,"184,154,78,80;197,54,36,41;281,81,53,58;33,118,45,54",
879,4,0,"181,153,80,81;197,54,36,41;280,80,53,60;32,119,46,53",
880,4,0,"180,153,79,81;196,53,37,42;278,80,54,59;31,116,46,55",
881,4,0,"177,153,80,82;196,53,37,42;276,80,54,59;31,117,46,54",
882,4,0,"175,152,80,82;196,52,36,42;274,81,54,59;31,118,46,53",
883,4,0,"173,152,80,83;195,52,37,42;272,81,53,59;30,117,46,54",
884,4,0,"171,152,81,82;195,53,37,41;271,82,53,59;30,118,46,53",
885,4,1,"169,153,81,82;194,52,38,42;269,82,54,59;30,118,46,54","359,44,57,82"
886,4,1,"167,153,81,82;194,52,37,42;267,82,55,60;30,119,46,53","359,45,57,81"
887,4,1,"165,154,81,81;194,52,37,42;265,83,54,60;30,119,45,53","358,45,58,82"
888,4,1,"163,154,81,81;193,53,38,41;264,84,54,60;29,119,46,53","358,47,58,80"
889,4,1,"161,155,83,80;193,53,38,42;261,85,55,60;29,119,45,53","356,47,60,82"
890,5,1,"174,74,38,41;158,156,84,79;192,53,38,42;260,85,54,60;29,120,45,53","356,49,60,82"
891,5,1,"174,74,38,41;156,159,84,77;192,53,38,43;259,86,54,60;28,120,46,54","356,49,60,82"
892,5,1,"174,74,38,41;154,161,84,75;192,53,38,43;257,87,54,59;28,121,46,53","356,49,60,82"
893,5,1,"174,73,38,41;151,163,86,73;191,53,38,43;256,88,54,59;28,121,46,54","354,50,62,82"
894,5,1,"175,73,37,42;149,165,87,71;190,54,39,43;254,90,54,59;28,122,46,53","353,51,63,82"
895,5,1,"175,73,37,42;146,165,88,71;191,54,38,42;253,91,53,59;27,121,46,55","351,52,65,81"
896,5,1,"175,73,37,42;143,166,91,70;191,54,37,43;251,92,53,59;27,122,46,55","350,53,66,81"
897,5,1,"175,73,37,42;141,168,90,68;191,54,37,43;249,92,53,59;26,123,47,55","349,53,66,83"
898,5,1,"175,73,37,42;139,171,90,66;190,55,37,42;247,93,54,59;25,123,48,55","346,55,69,83"
899,5,1,"174,73,38,42;137,173,89,63;189,54,38,43;246,93,53,59;25,124,47,55","345,55,70,83"
900,5,1,"175,73,37,42;136,174,88,62;189,54,38,43;243,94,54,59;25,123,47,56","343,56,70,83"
901,4,1,"175,73,37,42;134,176,87,61;242,95,53,59;24,124,48,56","341,57,71,82"
902,4,1,"175,73,37,42;132,178,87,58;240,95,54,60;24,124,47,56","339,58,71,83"
903,4,1,"175,74,37,41;131,179,87,57;237,95,54,60;23,125,48,56","338,58,71,82"
904,3,1,"175,74,37,41;235,97,54,59;23,126,47,55","338,59,70,81"
905,4,1,"204,37,36,39;175,73,37,42;233,96,55,60;23,126,47,56","336,60,71,81"
906,4,1,"203,37,37,39;175,73,37,42;231,96,54,60;22,126,47,56","334,60,71,81"
907,4,1,"203,37,37,39;174,73,38,42;229,95,54,60;22,125,47,57","330,61,71,81"
908,4,1,"203,37,36,39;174,73,38,43;227,96,54,59;21,126,48,57","329,62,71,80"
909,4,1,"203,37,36,39;174,74,38,42;225,96,54,61;21,126,47,57","327,63,71,81"
910,4,1,"203,37,36,39;174,74,38,42;224,95,54,61;20,126,48,57","325,63,71,80"
911,4,1,"203,37,35,40;174,74,38,42;222,95,55,61;20,126,48,57","323,63,71,80"
912,3,1,"203,37,36,40;221,95,54,61;19,126,48,57","322,62,71,81"
913,3,1,"202,37,36,40;218,94,53,61;19,126,48,56","320,62,72,81"
914,3,1,"202,37,36,40;216,94,55,61;18,126,48,56","319,62,72,82"
915,3,1,"202,38,36,40;213,94,55,62;18,125,48,57","317,61,72,82"
916,3,1,"202,38,36,40;211,93,55,61;17,124,48,57","316,61,72,82"
917,3,1,"202,38,36,40;210,92,54,61;16,123,49,58","314,60,72,82"
918,3,1,"201,38,37,40;208,92,54,60;16,122,48,58","312,60,72,82"
919,3,1,"202,38,36,40;205,91,54,60;15,122,49,58","309,60,72,81"
920,4,1,"92,176,92,58;202,38,36,40;204,90,54,60;15,122,48,58","308,59,72,82"
921,4,1,"88,174,95,60;202,39,36,39;202,90,54,60;14,121,49,59","306,57,73,83"
922,4,1,"85,173,95,61;202,39,36,40;201,88,54,60;14,121,48,58","306,56,72,82"
923,5,1,"170,52,42,47;82,171,96,63;202,39,35,40;199,88,54,60;13,120,49,59","304,55,73,84"
924,4,1,"78,169,97,65;202,39,35,40;197,86,54,60;13,119,49,60","302,54,73,84"
925,4,1,"73,167,101,67;202,39,35,40;196,86,53,60;13,120,49,59","302,54,73,83"
926,4,1,"70,166,103,68;201,40,36,39;194,85,53,59;13,119,48,59","300,53,73,83"
927,4,1,"65,163,106,71;201,40,36,39;192,84,54,59;13,119,48,58","299,52,73,83"
928,4,1,"62,161,106,73;201,40,36,40;190,84,55,60;13,118,48,59","298,51,73,82"
929,4,1,"58,159,107,74;201,41,35,39;189,83,54,60;12,118,49,58","298,49,72,82"
930,4,1,"55,157,106,76;201,41,35,39;187,82,55,60;12,117,49,58","295,49,73,83"
931,4,1,"53,156,106,78;201,41,35,40;186,81,55,60;12,117,48,58","293,49,74,83"
932,4,1,"49,155,104,79;200,41,36,40;184,80,55,61;12,116,48,58","294,47,73,82"
933,4,1,"48,154,103,80;200,41,36,40;182,79,56,61;12,115,48,59","292,45,73,84"
934,4,1,"44,154,103,80;200,41,36,40;180,79,56,61;12,114,48,59","291,44,73,84"
935,4,1,"42,152,102,82;200,42,36,39;178,78,56,62;12,114,48,59","290,43,74,86"
936,4,1,"39,151,101,83;199,42,36,39;177,78,55,61;11,114,48,59","289,42,74,85"
937,4,1,"33,148,104,85;199,42,36,40;175,77,56,62;11,113,48,59","287,41,75,86"
938,4,1,"31,149,104,85;199,42,36,40;173,78,57,62;11,112,47,58","286,40,75,86"
939,4,1,"27,149,103,86;198,42,36,40;172,78,55,61;11,111,48,59","286,39,75,85"
940,4,1,"23,149,103,86;198,42,36,40;170,78,56,61;11,111,47,57","286,38,74,84"
941,3,1,"19,149,103,86;198,42,36,41;168,78,56,61","284,37,74,84"
942,3,1,"15,150,103,85;197,42,37,41;166,78,56,62","285,37,73,83"
943,3,1,"12,150,104,85;197,42,37,42;165,79,56,62","285,36,73,83"
944,3,1,"8,151,104,85;197,42,37,42;163,80,56,61","282,36,74,85"
945,3,1,"3,151,104,85;196,42,37,41;161,82,57,61","282,36,74,85"
946,3,1,"0,152,103,84;196,42,37,41;160,82,56,62","280,35,75,85"
947,3,1,"-2,153,103,83;196,42,37,41;159,82,56,62","279,34,75,86"
948,3,1,"-3,153,101,82;195,42,38,41;157,84,56,62","278,34,75,87"
949,3,1,"-4,154,99,82;195,42,37,41;156,85,56,63","277,34,75,87"
950,3,1,"-5,156,96,80;194,42,38,41;154,86,56,62","276,34,76,87"
951,3,1,"-4,158,93,79;194,42,37,41;152,86,56,63","275,34,76,88"
952,2,1,"194,42,37,41;150,88,56,62","275,35,75,86"
953,2,1,"194,42,36,40;147,89,57,62","274,35,75,87"
954,2,1,"193,41,37,41;146,90,56,63","274,36,75,86"
955,2,1,"193,41,36,40;144,91,57,63","274,36,74,86"
956,2,1,"193,41,36,40;143,91,56,63","272,37,74,86"
957,2,1,"192,41,36,40;141,93,56,62","271,38,74,85"
958,2,1,"192,41,36,40;140,94,56,62","270,39,74,85"
959,2,1,"192,41,36,40;138,95,56,62","268,39,75,86"
960,2,1,"192,41,36,39;136,96,56,62","268,40,75,85"
961,2,1,"192,41,36,39;135,97,56,62","266,41,75,85"
962,2,1,"192,41,35,39;133,97,56,63","263,42,76,87"
963,3,1,"169,76,40,45;192,40,35,40;132,98,56,62","264,42,74,86"
964,3,1,"169,76,40,44;191,40,36,40;130,97,56,63","263,45,75,86"
965,3,1,"169,76,40,43;191,40,36,40;129,97,55,63","263,46,74,85"
966,3,1,"168,76,40,43;191,40,36,40;127,97,56,62","262,47,74,85"
967,3,1,"168,75,40,44;191,40,36,40;125,96,56,63","260,48,75,86"
968,4,1,"6,118,49,59;168,76,40,43;191,40,35,40;123,96,56,63","257,49,76,88"
969,4,1,"5,118,50,61;167,75,41,44;191,40,36,40;122,95,56,63","257,49,76,88"
970,5,1,"145,54,42,49;5,119,51,60;167,75,41,44;190,39,37,41;121,94,57,64","257,50,75,86"
971,5,1,"145,54,42,48;5,119,51,60;168,75,40,44;190,39,37,41;119,94,56,62","255,53,76,86"
972,5,1,"145,54,41,47;5,119,51,60;167,76,40,43;190,39,36,41;117,93,56,63","255,54,76,86"
973,5,1,"144,54,40,45;6,120,49,59;167,75,40,44;190,39,36,41;116,92,56,63","255,55,76,86"
974,5,1,"143,54,39,44;6,119,49,60;167,75,40,44;190,39,36,41;114,91,56,63","254,55,75,86"
975,5,1,"143,54,39,43;6,120,49,60;167,75,40,44;190,39,36,41;112,90,56,62","253,58,74,84"
976,5,1,"143,54,37,43;6,120,50,60;167,75,40,44;190,39,36,41;111,89,55,62","252,58,75,85"
977,5,1,"143,54,37,42;6,119,50,60;167,75,41,44;190,39,36,41;109,88,56,63","251,58,75,86"
978,5,1,"142,54,37,42;5,119,51,60;167,76,40,43;189,39,37,41;107,87,57,63","250,59,76,86"
979,5,1,"142,55,37,42;6,119,50,60;167,76,40,43;189,39,37,41;105,86,56,63","249,59,76,88"
980,5,1,"141,55,38,42;5,119,51,60;167,76,40,43;189,39,37,41;103,85,56,64","249,59,76,87"
981,5,1,"141,55,38,43;6,118,51,60;167,76,41,43;189,40,37,40;101,84,56,63","248,59,76,87"
982,5,1,"140,56,38,42;6,117,51,61;167,76,41,44;189,40,36,40;99,83,56,63","248,59,76,87"
983,5,1,"140,56,38,43;6,117,51,61;166,76,41,44;189,40,36,40;97,82,56,62","247,59,76,87"
984,5,1,"140,57,38,43;6,117,51,60;167,76,40,44;189,40,36,40;96,81,56,63","246,59,76,88"
985,5,1,"139,57,39,43;6,116,51,61;167,77,40,44;189,40,36,40;94,80,56,63","245,59,77,88"
986,5,1,"139,57,38,43;6,116,51,61;167,77,40,44;189,40,36,40;92,78,56,64","245,60,77,89"
987,5,1,"139,57,38,43;6,115,51,61;167,77,40,44;189,40,35,40;90,77,57,64","245,59,78,90"
988,5,1,"138,58,39,43;5,115,51,61;166,77,42,45;188,40,36,40;87,77,57,64","244,57,77,89"
989,5,1,"138,59,39,43;6,115,51,60;166,78,41,44;188,40,37,40;85,76,57,64","242,57,79,91"
990,5,1,"137,59,39,44;5,114,52,61;167,78,40,44;188,40,37,41;83,76,57,63","242,55,78,91"
991,5,1,"137,59,39,45;5,113,52,62;167,78,40,45;188,41,37,40;81,75,57,64","242,54,77,90"
992,5,1,"136,60,40,44;5,113,51,61;166,78,41,45;188,41,36,40;79,73,57,65","241,54,77,89"
993,5,1,"136,60,40,45;4,113,52,61;166,78,41,45;188,41,37,41;77,72,58,66","239,54,78,89"
994,5,1,"136,60,39,45;4,112,51,62;166,79,42,45;188,41,37,41;74,72,59,67","235,54,79,91"
995,5,1,"135,61,40,45;4,111,51,61;166,79,42,45;188,42,37,40;72,72,60,67","236,52,78,89"
996,5,1,"135,61,40,45;3,111,51,61;166,80,42,45;188,42,37,40;69,71,60,67","236,50,78,88"
997,5,1,"135,62,40,45;3,111,51,60;166,80,42,45;188,42,37,40;67,71,58,66","236,49,77,89"
998,5,1,"134,62,40,45;3,111,50,60;166,81,42,45;188,42,37,41;64,71,59,66","235,48,77,88"
999,5,1,"134,63,40,45;2,111,51,60;167,82,41,45;188,42,37,41;62,71,59,66","234,47,77,89"
1000,5,1,"134,63,40,45;2,110,50,60;167,82,42,45;188,42,37,41;60,72,59,66","231,47,77,90"
1001,5,1,"133,63,41,45;1,109,51,60;167,82,41,45;189,42,36,41;59,73,58,65","231,44,77,89"
1002,5,1,"133,63,41,45;1,109,50,60;167,82,41,45;189,43,36,40;56,72,59,65","228,44,78,90"
1003,5,1,"133,63,40,45;0,108,51,60;167,83,41,45;189,43,36,41;54,74,59,64","227,43,79,90"
1004,5,1,"133,63,40,45;0,108,50,60;168,83,41,45;189,43,37,41;52,75,58,65","227,42,78,90"
1005,5,1,"132,63,40,45;0,108,50,60;167,83,42,46;189,43,37,41;50,75,58,65","226,40,78,89"
1006,5,1,"132,63,40,45;0,108,49,60;168,83,41,46;189,43,37,41;48,76,58,65","222,40,79,91"
1007,5,1,"131,63,41,45;0,108,49,60;168,84,41,45;189,44,37,40;45,77,58,65","222,38,79,90"
1008,5,1,"131,63,41,45;0,109,48,60;168,83,42,46;190,44,36,40;43,78,58,64","221,37,79,90"
1009,5,1,"131,63,40,45;0,109,48,60;168,83,42,47;190,44,36,41;41,80,58,64","220,36,79,90"
1010,5,2,"130,62,41,46;0,109,48,60;168,84,42,46;190,44,36,40;38,81,59,65","289,51,36,40;218,36,79,90"
1011,5,2,"130,62,41,46;0,108,48,61;169,84,41,46;190,44,36,41;36,82,59,65","289,51,36,40;218,35,78,91"
1012,5,2,"130,62,40,46;0,109,47,60;169,84,42,46;190,43,36,42;34,84,58,65","289,51,36,40;217,35,78,90"
1013,5,2,"129,61,41,46;0,109,47,61;170,85,41,45;190,44,37,40;32,85,58,65","290,51,35,40;215,34,78,90"
1014,5,2,"128,61,41,45;0,110,46,60;170,85,41,45;191,44,36,40;29,86,59,65","290,50,36,41;213,35,78,90"
1015,5,2,"127,60,41,46;0,111,46,60;170,85,41,45;191,44,36,40;27,87,58,65","289,50,37,41;212,34,78,89"
1016,5,2,"127,60,41,46;0,111,45,61;170,85,42,45;190,43,37,42;24,88,59,65","289,50,37,40;210,34,79,90"
1017,5,2,"126,60,41,45;0,113,45,60;171,85,41,45;190,44,37,41;22,89,58,65","289,49,37,41;209,34,78,89"
1018,5,2,"126,60,41,45;0,112,44,61;171,85,41,45;190,43,37,42;19,90,58,65","289,49,37,41;208,33,78,90"
1019,5,2,"126,59,40,46;0,112,44,62;171,85,41,45;189,43,37,42;16,91,59,65","289,49,37,41;203,33,80,92"
1020,4,2,"125,59,41,46;0,114,43,61;171,84,42,46;13,91,58,65","290,49,36,41;203,34,79,92"
1021,4,2,"125,59,41,45;0,115,42,61;172,85,41,45;10,91,59,65","290,49,36,41;203,33,79,91"
1022,4,2,"124,58,41,46;0,115,43,61;172,84,41,45;8,92,58,65","290,50,36,40;202,34,79,90"
1023,4,2,"123,58,41,46;0,116,41,61;172,84,41,45;4,91,59,65","290,50,36,40;200,35,78,90"
1024,4,2,"122,58,41,46;-1,118,41,60;172,84,41,45;2,92,58,65","290,50,36,40;198,35,79,91"
1025,4,2,"122,57,41,46;-1,118,39,60;172,84,41,45;0,92,57,65","290,50,36,40;196,36,79,90"
1026,3,2,"122,57,40,46;171,84,42,45;-1,91,56,65","290,50,36,41;195,37,79,90"
1027,3,3,"121,57,41,46;171,84,40,44;-2,91,55,66","347,116,69,97;290,50,36,41;194,38,79,90"
1028,3,2,"121,58,41,45;171,83,40,44;-3,91,53,65","290,50,36,41;192,38,79,90"
1029,3,2,"120,58,41,45;171,83,39,44;-3,90,51,65","290,50,37,41;190,40,79,90"
1030,3,2,"120,58,41,45;171,82,38,44;-3,89,50,65","290,50,36,41;188,41,79,91"
1031,2,2,"120,58,40,45;-2,87,47,66","290,51,36,41;186,42,79,91"
1032,2,2,"119,58,41,45;-2,86,46,67","290,51,36,41;184,43,79,91"
1033,1,3,"119,59,41,45","338,120,79,104;290,51,36,41;181,44,79,91"
1034,1,3,"119,59,40,45","335,119,81,106;290,52,37,41;178,46,80,91"
1035,1,3,"118,59,41,45","337,120,80,107;290,52,37,41;177,46,80,92"
1036,1,3,"118,59,40,46","333,121,83,108;290,52,37,41;175,47,80,91"
1037,1,3,"117,60,41,45","331,122,85,109;290,52,37,41;173,48,80,92"
1038,1,3,"117,60,40,46","331,124,86,109;290,53,37,41;171,49,80,92"
1039,1,3,"116,61,41,46","330,125,86,110;290,53,37,42;165,51,81,94"
1040,1,3,"116,61,41,46","330,126,87,109;290,53,37,42;165,52,81,93"
1041,1,3,"116,62,40,46","330,128,87,108;290,54,37,42;162,53,81,92"
1042,1,3,"115,62,41,46","329,129,87,108;290,54,37,42;158,52,81,95"
1043,1,3,"115,63,40,46","328,129,88,107;290,54,37,42;157,54,81,94"
1044,1,3,"114,64,41,45","325,128,90,108;290,55,36,41;154,54,81,94"
1045,1,3,"114,64,40,46","324,128,92,108;290,55,36,42;151,55,81,94"
1046,1,3,"113,65,41,46","323,130,93,107;290,55,36,42;149,55,81,94"
1047,1,3,"112,65,41,46","323,133,93,104;290,56,36,41;146,56,81,93"
1048,1,3,"111,66,42,46","321,134,95,103;289,56,37,40;144,57,81,92"
1049,1,3,"111,66,41,47","320,134,96,103;289,56,37,41;142,56,80,93"
1050,1,3,"111,66,40,46","319,135,97,102;289,56,36,41;138,57,81,92"
1051,1,3,"110,67,40,46","318,136,98,100;289,56,36,41;135,57,81,93"
1052,1,3,"109,67,39,45","316,136,99,100;289,56,36,41;132,57,81,93"
1053,1,3,"108,67,39,45","316,136,99,100;289,56,36,41;129,56,81,93"
1054,1,3,"107,68,38,44","315,136,99,100;289,56,36,41;126,56,81,93"
1055,1,3,"189,42,38,41","316,136,98,99;289,56,36,41;123,55,82,93"
1056,1,3,"189,41,38,43","315,137,98,99;289,57,36,41;120,54,82,94"
1057,1,3,"189,42,38,42","314,136,99,99;289,57,35,40;118,53,82,94"
1058,1,3,"189,42,38,42","313,136,98,99;288,57,36,40;113,53,83,95"
1059,1,3,"189,43,38,42","310,136,99,99;288,56,36,41;111,53,83,95"
1060,1,3,"189,43,38,42","309,136,100,99;288,56,36,41;110,51,83,95"
1061,1,3,"189,43,38,42","309,136,99,99;288,56,35,41;104,50,84,97"
1062,1,3,"189,43,38,43","308,136,98,99;287,56,36,41;103,50,85,97"
1063,1,3,"190,43,37,42","307,135,98,100;288,56,35,41;102,49,85,96"
1064,1,3,"190,44,37,41","305,134,98,101;288,56,35,40;101,47,84,96"
1065,1,3,"190,44,37,42","305,134,97,101;288,56,35,41;99,46,84,96"
1066,1,3,"190,44,37,42","303,132,98,102;288,56,36,40;97,46,84,96"
1067,1,3,"190,44,38,43","303,131,97,103;287,55,36,41;96,45,84,95"
1068,1,3,"190,44,38,42","301,131,97,103;287,55,36,41;94,43,83,96"
1069,1,3,"190,45,38,42","299,131,97,104;287,55,36,40;89,42,85,98"
1070,1,3,"190,45,37,42","298,131,97,103;287,55,36,40;89,40,85,97"
1071,1,3,"190,45,37,42","297,128,97,106;287,55,36,40;89,38,84,97"
1072,1,3,"190,45,37,42","296,129,96,105;287,54,35,41;88,37,84,96"
1073,1,3,"190,45,37,42","294,127,97,107;287,54,36,41;87,36,84,95"
1074,1,3,"190,46,37,41","291,126,98,108;287,54,36,40;86,36,83,95"
1075,1,3,"190,46,37,41","289,123,99,109;287,53,36,41;84,34,84,95"
1076,1,3,"190,46,37,41","289,123,99,109;287,53,36,41;82,33,84,96"
1077,1,3,"189,45,37,42","287,122,98,108;288,53,35,41;82,32,84,96"
1078,1,3,"190,45,37,42","284,121,98,110;288,53,35,40;80,31,84,95"
1079,1,3,"189,45,38,42","282,121,99,110;287,53,36,40;79,30,84,96"
1080,1,3,"189,45,37,42","279,120,100,111;287,53,36,40;79,29,84,96"
1081,1,3,"189,45,37,42","278,118,100,113;288,52,36,41;78,28,84,96"
1082,1,3,"189,45,37,42","275,119,100,113;287,52,36,40;75,28,85,96"
1083,1,3,"189,45,37,42","273,118,100,113;288,52,35,40;74,27,85,98"
1084,1,3,"188,44,38,42","271,117,101,114;288,52,36,40;73,26,84,97"
1085,1,3,"188,44,37,42","269,116,102,114;288,52,36,40;72,26,84,97"
1086,1,3,"188,44,37,42","265,116,103,115;288,51,36,40;71,26,85,98"
1087,1,3,"188,44,37,42","262,116,103,113;288,51,36,40;70,27,84,97"
1088,1,3,"188,44,37,42","260,115,103,114;288,51,36,40;67,27,84,97"
1089,1,2,"188,43,37,43","258,115,104,115;67,26,84,97"
1090,1,2,"188,43,37,42","255,115,103,114;66,27,84,97"
1091,1,2,"188,43,37,42","254,113,103,114;64,27,85,97"
1092,1,2,"188,43,38,42","253,110,104,115;62,28,85,97"
1093,1,2,"188,43,37,42","251,111,105,114;61,27,84,98"
1094,1,2,"188,43,37,41","246,113,106,114;59,29,85,98"
1095,1,2,"188,43,37,42","241,114,107,115;58,30,85,98"
1096,1,2,"188,43,37,41","238,115,108,117;55,31,86,99"
1097,2,2,"152,95,46,49;188,43,37,41","235,118,108,116;53,31,86,100"
1098,3,2,"353,1,63,105;150,93,48,51;188,42,37,42","233,118,110,117;53,31,85,99"
1099,2,2,"351,0,65,106;188,42,37,42","232,118,110,117;51,33,85,98"
1100,2,2,"350,0,66,106;188,42,37,42","230,119,112,116;49,34,85,98"
1101,2,2,"349,0,67,105;188,42,37,42","228,121,111,115;47,35,86,99"
1102,2,2,"348,0,68,106;188,42,37,42","228,122,109,114;46,36,86,99"
1103,2,2,"347,0,69,106;188,42,38,42","225,122,108,113;45,38,86,99"
1104,3,2,"289,56,37,41;346,0,70,106;188,41,38,42","222,124,109,112;43,39,86,100"
1105,4,2,"147,91,50,52;289,56,37,41;346,0,70,106;188,41,38,43","219,125,109,111;41,39,86,100"
1106,3,2,"147,91,49,52;344,0,72,106;188,41,38,43","217,128,106,109;40,40,86,99"
1107,3,2,"148,91,48,51;342,0,73,107;188,41,38,43","214,128,108,108;39,42,86,99"
1108,3,2,"148,92,48,51;341,2,75,106;188,41,38,43","213,130,106,107;37,43,86,99"
1109,3,2,"148,91,47,51;340,3,75,106;189,42,37,42","210,133,105,104;36,44,86,99"
1110,5,2,"6,68,37,40;290,59,37,42;148,91,47,50;338,4,77,105;189,42,37,42","209,132,105,104;34,46,86,99"
1111,5,2,"6,69,36,39;290,59,37,42;147,90,48,51;336,4,79,106;189,42,37,42","206,131,106,104;32,48,86,99"
1112,4,2,"290,59,37,42;147,89,48,51;334,5,81,105;189,41,38,43","202,135,106,102;30,48,86,100"
1113,4,2,"291,59,36,42;148,90,47,50;331,3,84,107;189,42,38,42","199,135,107,101;30,49,86,100"
1114,4,2,"291,59,37,42;148,90,47,51;329,2,86,109;189,42,38,42","195,137,107,100;25,51,88,102"
1115,4,2,"291,60,37,42;148,90,47,50;327,3,87,109;190,42,37,42","192,138,106,98;25,50,88,102"
1116,4,2,"291,59,37,43;147,89,48,51;325,4,88,109;190,42,37,42","189,137,106,99;25,50,87,102"
1117,3,2,"291,59,37,42;322,4,89,110;190,43,37,41","186,138,107,97;24,51,87,101"
1118,3,2,"291,60,37,41;319,4,91,111;190,43,37,41","181,140,108,96;23,53,87,101"
1119,3,2,"292,59,37,42;318,5,91,109;190,43,37,42","179,139,107,96;21,54,88,101"
1120,3,2,"293,59,36,42;316,6,91,109;190,43,38,42","174,140,108,96;19,56,88,100"
1121,3,2,"293,59,36,42;314,7,91,109;190,44,38,42","169,140,108,95;18,56,87,100"
1122,2,2,"313,8,91,109;190,44,38,42","165,137,111,97;16,56,88,100"
1123,2,2,"309,8,92,110;190,44,38,42","162,138,109,97;15,54,88,100"
1124,3,2,"146,82,50,56;308,10,92,109;191,44,37,41","159,136,110,98;14,55,87,100"
1125,3,2,"147,83,48,54;305,11,92,109;191,44,38,42","156,135,109,99;13,55,88,100"
1126,2,2,"303,12,92,109;192,44,37,42","152,136,108,99;12,55,87,100"
1127,2,2,"301,12,92,109;192,45,37,42","149,136,108,99;11,55,87,100"
1128,2,2,"299,13,92,109;192,44,37,43","145,136,108,99;9,54,87,100"
1129,2,2,"297,14,92,109;192,45,38,42","142,135,109,99;7,53,88,102"
1130,2,2,"294,14,93,109;193,45,37,42","139,134,110,100;6,52,88,102"
1131,2,2,"291,14,93,109;193,45,38,42","133,133,111,101;4,51,89,102"
1132,2,2,"289,14,93,109;193,45,38,43","130,132,110,102;2,50,89,103"
1133,2,2,"286,16,93,109;193,45,38,43","127,131,111,103;0,50,89,103"
1134,2,2,"283,15,93,109;194,46,38,43","122,130,112,104;0,49,88,103"
1135,2,2,"281,15,93,110;194,46,39,43","121,129,110,105;-1,48,88,102"
1136,2,2,"280,14,94,110;195,46,38,43","118,127,112,106;-1,47,85,102"
1137,3,2,"70,69,42,48;276,16,94,109;195,46,38,43","115,127,113,107;-2,46,85,102"
1138,3,2,"70,69,42,48;273,15,94,109;195,46,38,42","114,125,113,108;-2,46,83,101"
1139,3,2,"69,70,42,48;270,15,94,110;196,46,37,43","108,124,115,109;-2,44,82,103"
1140,3,2,"67,70,44,48;270,13,93,110;196,46,38,43","103,121,118,112;-2,42,81,104"
1141,3,2,"67,70,43,49;266,14,94,110;196,46,38,42","99,120,120,113;-2,41,79,104"
1142,3,2,"66,71,44,48;262,13,95,111;197,45,37,43","97,118,120,115;-2,39,78,104"
1143,3,2,"66,71,43,48;262,12,94,110;197,46,38,42","93,117,121,116;-2,37,75,102"
1144,3,2,"66,71,43,48;260,10,93,111;198,46,37,42","89,116,122,117;-1,34,74,104"
1145,3,2,"65,71,43,48;256,11,94,110;198,46,37,42","89,117,121,117;-1,32,73,105"
1146,3,2,"64,71,44,48;252,11,94,111;198,46,38,42","85,114,121,119;-1,32,72,104"
1147,3,2,"64,72,43,48;250,10,94,112;198,45,38,43","82,113,122,120;-2,31,71,104"
1148,3,2,"64,73,43,48;247,10,95,111;199,45,38,43","82,113,120,121;-2,28,69,104"
1149,3,2,"63,73,43,48;245,10,95,111;199,45,38,43","80,113,118,121;-1,27,68,104"
1150,3,1,"63,74,42,47;244,10,93,110;199,45,38,43","78,112,117,122"
1151,3,1,"62,74,42,47;243,8,93,111;200,45,38,42","77,111,116,123"
1152,3,1,"61,74,42,46;241,8,93,111;200,45,38,42","73,110,117,124"
1153,3,1,"61,75,41,46;238,8,94,110;200,45,38,42","67,110,117,124"
1154,3,1,"60,76,41,46;234,8,94,111;200,44,38,43","63,110,118,124"
1155,3,1,"60,77,41,45;231,8,95,111;200,44,38,43","62,109,117,125"
1156,2,1,"231,7,94,111;200,44,39,42","62,110,116,125"
1157,2,1,"227,8,95,111;201,44,38,43","59,110,116,125"
1158,2,1,"227,7,94,111;200,43,39,44","53,110,118,125"
1159,2,1,"224,8,95,111;201,43,38,43","47,110,120,125"
1160,2,1,"221,8,95,112;201,43,39,43","44,112,120,123"
1161,2,1,"219,8,95,112;202,43,38,43","41,112,120,123"
1162,2,1,"217,7,96,112;201,42,39,44","40,114,118,122"
1163,2,1,"216,8,96,111;202,42,39,43","38,116,118,120"
1164,2,1,"214,7,95,112;202,41,39,44","36,117,117,119"
1165,3,1,"155,100,45,51;213,8,95,111;204,40,43,47","33,119,117,117"
1166,2,1,"154,101,45,49;210,8,95,112","29,120,118,116"
1167,2,1,"154,100,45,49;207,9,96,112","28,123,117,114"
1168,2,1,"154,99,45,49;204,8,97,114","26,125,117,112"
1169,1,1,"202,9,97,113","22,126,117,111"
1170,2,1,"360,105,56,71;199,8,98,114","19,127,117,110"
1171,2,1,"359,106,57,71;198,9,98,114","16,129,118,108"
1172,2,1,"355,107,59,71;195,9,99,114","15,129,117,107"
1173,2,1,"352,108,59,72;193,10,100,114","12,132,118,105"
1174,3,2,"293,59,37,43;350,108,60,73;193,10,99,114","0,70,34,40;11,133,118,103"
